BP NUMBER,METER NUMBER,METER TYPE,METER READING,REMARKS,METER MONTH,METER MONTH(NAME),Festival
1000053935,AL-0506700/C4593,ACTARIS,2604,,8,AUG,
1000053936,AL-0506711/C4593,ACTARIS,2124,,8,AUG,
1000053942,AL-0509792/C4593,ACTARIS,1948,,8,AUG,
1000053945,AL-0506828/C4593,ACTARIS,2323,,8,AUG,
1000056203,,SCHLUMBERGER,1537,,8,AUG,
1000056590,AR0553246/C4593,ACTARIS,1856,,8,AUG,
1000056591,AL-0507115/C4593,ACTARIS,2481,,8,AUG,
1000056597,AL-0507184/C4593,ACTARIS,3126,,8,AUG,
1000056598,AR0551862/C4593,ACTARIS,1456,,8,AUG,
1000056601,AR0551632/C4593,ACTARIS,2744,,8,AUG,
1000056603,AL-0506732/C4593,ACTARIS,2946,,8,AUG,
1000056604,16497758,RAYCHEM,498,,8,AUG,
1000056607,AL-0506760/C4593,ACTARIS,4728,,8,AUG,
1000056608,AR0551953/C4593,ACTARIS,1718,,8,AUG,
1000056610,AL-0506783/C4593,ACTARIS,1896,,8,AUG,
1000056611,AL-0506727/C4593,ACTARIS,4884,,8,AUG,
1000056622,AR0551941/C4593,ACTARIS,66,,8,AUG,
1000056624,AR0553070/C4593,ACTARIS,1888,,8,AUG,
1000056625,AL-0507174/C4593,ACTARIS,2271,,8,AUG,
1000056628,AL-0506708/C4593,ACTARIS,3961,,8,AUG,
1000056629,AL-0507213/C4593,ACTARIS,2024,,8,AUG,
1000056630,AL-0506829/C4593,ACTARIS,2475,,8,AUG,
1000056632,AL-0507239/C4593,ACTARIS,1851,,8,AUG,
1000056633,30183552,ITRON,1478,,8,AUG,
1000056634,AR0551522/C4593,ACTARIS,1153,,8,AUG,
1000056635,AL-0507232/C4593,ACTARIS,1628,,8,AUG,
1000056636,AL-0507133/C4593,ACTARIS,1329,,8,AUG,
1000056637,AL-0506716/C4593,ACTARIS,1532,,8,AUG,
1000056638,AL-0507142/C4593,ACTARIS,1893,,8,AUG,
1000056641,AR0553180/C4593,ACTARIS,1503,,8,AUG,
1000056642,3003852,ACTARIS,1703,,8,AUG,
1000056643,AR0552075/C4593,ACTARIS,552,,8,AUG,
1000056645,AL-0506818/C4593,ACTARIS,1579,,8,AUG,
1000056648,AL-0506773/C4593,ACTARIS,2141,,8,AUG,
1000056649,AL-0506717/C4593,ACTARIS,1849,,8,AUG,
1000056650,AL-0507127/C4593,ACTARIS,1947,,8,AUG,
1000056651,1125221,AEM,2851,IMAGE NOT READABLE,8,AUG,
1000056662,AL-0507229/C4593,ACTARIS,2702,,8,AUG,
1000056664,AL-0507175/C4593,ACTARIS,1260,,8,AUG,
1000056666,AR0553122/C4593,ACTARIS,2256,,8,AUG,
1000056667,AR0553198/C4593,ACTARIS,1077,,8,AUG,
1000056668,AL-0506795/C4593,ACTARIS,1485,,8,AUG,
1000056670,3894631,ITRON,1702,,8,AUG,
1000056671,AL-0506715/C4593,ACTARIS,11490,DIGIT NOT CLEAR,8,AUG,
1000056675,AL-0507111/C4593,ACTARIS,1220,,8,AUG,
1000056676,AL-0506709/C4593,ACTARIS,1702,,8,AUG,
1000056678,AL-0507166/C4593,ACTARIS,3074,,8,AUG,
1000056679,AR0551877/C4593,ACTARIS,1826,,8,AUG,
1000056681,AL-0507176/C4593,ACTARIS,1562,,8,AUG,
1000056684,AL-0506771/C4593,ACTARIS,3082,,8,AUG,
1000056691,AL-0507247/C4593,ACTARIS,819,,8,AUG,
1000056696,AL-0507246/C4593,ACTARIS,2190,,8,AUG,
1000056697,AL-0507208/C4593,ACTARIS,1379,,8,AUG,
1000056698,AL-0506739/C4593,ACTARIS,1439,,8,AUG,
1000056700,AR0552008/C4593,ACTARIS,1294,,8,AUG,
1000056701,AR0551836/C4593,ACTARIS,2756,,8,AUG,
1000056702,AL-0506692/C4593,ACTARIS,2502,,8,AUG,
1000056704,AR0553146/C4593,ACTARIS,796,,8,AUG,
1000056705,3047571,ACTARIS,1373,,8,AUG,
1000056706,AR0551866/C4593,ACTARIS,4025,,8,AUG,
1000056710,AL-0507110/C4593,ACTARIS,3334,,8,AUG,
1000056713,17619492,RAYCHEM,699,,8,AUG,
1000056714,AL-0506713/C4593,ACTARIS,2136,,8,AUG,
1000056718,AL-0506752/C4593,ACTARIS,2370,,8,AUG,
1000056797,11403721,AEM,573,,8,AUG,
1000056920,AL-0507513/C4593,ACTARIS,944,,8,AUG,
1000056986,AL-0506802/C4593,ACTARIS,1692,,8,AUG,
1000057150,AL-0518053/C-4792,ACTARIS,2668,DIGIT NOT CLEAR,8,AUG,
1000057780,AR0550583/C4593,ACTARIS,3063,,8,AUG,
1000058028,AL-0510396/C4593,ACTARIS,1678,,8,AUG,
1000058071,AL-0509674/C4593,ACTARIS,1781,,8,AUG,
1000058103,AL-0510523/C4593,ACTARIS,2703,,8,AUG,
1000058804,AL-0507888/C4593,ACTARIS,1605,,8,AUG,
1000058837,AR0553743/C4593,ACTARIS,5094,,8,AUG,
1000058858,1010871,AEM,3084,,8,AUG,
1000058868,1002141,AEM,4633,,8,AUG,
1000058871,1009931,AEM,1809,,8,AUG,
1000058874,1099151,AEM,4351,,8,AUG,
1000058902,1010751,AEM,2453,,8,AUG,
1000058903,1010391,AEM,722,,8,AUG,
1000058927,AL-0510577/C4593,ACTARIS,871,,8,AUG,
1000058936,3071981,ACTARIS,2033,,8,AUG,
1000058969,1072531,AEM,2319,,8,AUG,
1000058977,AL-0502815/C4593,ACTARIS,1052,,8,AUG,
1000058984,AL-0502343/C4593,ACTARIS,1997,,8,AUG,
1000059530,AL-0502464/C4593,ACTARIS,1394,,8,AUG,
1000059538,AL-0502439/C4593,ACTARIS,1816,,8,AUG,
1000059564,AL-0509750/C4593,ACTARIS,2906,,8,AUG,
1000060077,1079141,AEM,2887,,8,AUG,
1000060205,3039481,ACTARIS,2851,,8,AUG,
1000060212,30351,ACTARIS,6025,,8,AUG,
1000060372,1071521,AEM,4310,,8,AUG,
1000060382,1071211,AEM,5120,,8,AUG,
1000060383,1073791,AEM,2021,,8,AUG,
1000060400,1078841,AEM,3361,,8,AUG,
1000060407,1014451,AEM,6165,,8,AUG,
1000061122,1000711,AEM,2534,,8,AUG,
1000064013,1118721,AEM,527,,8,AUG,
1000064016,3047581,ACTARIS,3169,,8,AUG,
1000064017,1119641,AEM,1951,,8,AUG,
1000064018,1115611,AEM,2020,,8,AUG,
1000064024,AR0551567/C4793,ACTARIS,2766,,8,AUG,
1000064025,AR0551576/C4593,ACTARIS,218,,8,AUG,
1000064026,AR0551639/C4593,ACTARIS,3619,,8,AUG,
1000064028,1117361,AEM,3824,,8,AUG,
1000064030,AR0551913/C4593,ACTARIS,1862,,8,AUG,
1000064033,AR0551509/C4593,ACTARIS,510,,8,AUG,
1000064034,AR0552153/C4593,ACTARIS,1676,,8,AUG,
1000064035,AR0551921/C4593,ACTARIS,4563,,8,AUG,
1000064036,AR0551881/C4593,ACTARIS,967,,8,AUG,
1000064037,AL-0618030/C-4792,ACTARIS,1434,,8,AUG,
1000064038,AR0553083/C4593,ACTARIS,1460,,8,AUG,
1000064042,AR0552182/C4593,ACTARIS,1807,,8,AUG,
1000064043,AL-0618011/C-4792,ACTARIS,4838,,8,AUG,
1000064046,AR0551954/C4593,ACTARIS,3716,,8,AUG,
1000064047,AR0552042/C4593,ACTARIS,189,,8,AUG,
1000064048,AR0551792/C4593,ACTARIS,2069,DIGIT NOT CLEAR,8,AUG,
1000064049,AL-0618058/C-4792,ACTARIS,1689,,8,AUG,
1000064052,AR0552753/C4593,ACTARIS,2355,DIGIT NOT CLEAR,8,AUG,
1000064053,AR0551871/C4593,ACTARIS,2032,,8,AUG,
1000064055,3166821,ACTARIS,1803,,8,AUG,
1000064056,AR0551566/C4593,ACTARIS,1520,,8,AUG,
1000064059,3056821,ACTARIS,2244,,8,AUG,
1000064060,1068731,AEM,1609,,8,AUG,
1000064064,1119681,AEM,2661,,8,AUG,
1000064067,AR0551912/C4593,ACTARIS,2666,,8,AUG,
1000064068,AR0551852/C4593,ACTARIS,2123,,8,AUG,
1000064069,11318621,AEM,668,,8,AUG,
1000064118,11316071,AEM,320,,8,AUG,
1000064132,1121701,AEM,2580,,8,AUG,
1000064503,AL-0620021/C-4792,ACTARIS,5401,,8,AUG,
1000071037,1283131,AEM,2333,,8,AUG,
1000072426,50612421,ACTARIS,2431,,8,AUG,
1000074322,1078061,AEM,4942,,8,AUG,
1000077017,3039821,ACTARIS,2139,,8,AUG,
1000082454,3057171,ACTARIS,1094,,8,AUG,
1000082917,1080991,AEM,1824,,8,AUG,
1000082918,1078041,AEM,1721,,8,AUG,
1000082923,3030341,ACTARIS,2412,,8,AUG,
1000082960,1076901,AEM,5455,,8,AUG,
1000082980,1078781,AEM,2869,,8,AUG,
1000083509,1078201,AEM,4345,,8,AUG,
1000094956,1119431,AEM,1627,,8,AUG,
1000096242,3155271,ACTARIS,2735,,8,AUG,
1000096248,3159771,ACTARIS,4393,,8,AUG,
1000096285,3153741,ACTARIS,2419,,8,AUG,
1000096308,3153731,ACTARIS,2531,,8,AUG,
1000096314,3105281,ACTARIS,6454,,8,AUG,
1000096695,3153831,ACTARIS,5009,,8,AUG,
1000101112,3137981,ACTARIS,4263,,8,AUG,
1000101135,3164931,ACTARIS,2964,,8,AUG,
1000101148,1116001,AEM,2379,,8,AUG,
1000102560,1119401,AEM,1825,,8,AUG,
1000102561,1115981,AEM,2504,,8,AUG,
1000102562,1126151,AEM,1265,,8,AUG,
1000102563,1115021,AEM,2289,,8,AUG,
1000102566,3138001,ACTARIS,1204,,8,AUG,
1000102567,3164941,ACTARIS,1744,DIGIT NOT CLEAR,8,AUG,
1000102569,1113691,AEM,1811,,8,AUG,
1000102570,1116651,AEM,1391,,8,AUG,
1000102571,3173651,ACTARIS,1621,,8,AUG,
1000102600,3173851,ACTARIS,2147,,8,AUG,
1000102601,3173251,ACTARIS,4433,,8,AUG,
1000102602,3139551,ACTARIS,1802,,8,AUG,
1000102632,3164831,ACTARIS,1577,,8,AUG,
1000103670,1467341,AEM,1854,,8,AUG,
1000107166,3113701,ACTARIS,823,,8,AUG,
1000107167,3082371,ACTARIS,1923,,8,AUG,
1000107168,3073681,ACTARIS,2332,,8,AUG,
1000107169,3082401,ACTARIS,3376,,8,AUG,
1000107211,3098221,ACTARIS,1601,,8,AUG,
1000107237,3151781,ACTARIS,2520,DIGIT NOT CLEAR,8,AUG,
1000107238,3139601,ACTARIS,2148,,8,AUG,
1000107239,3085431,ACTARIS,1825,,8,AUG,
1000107240,3086821,ACTARIS,3626,,8,AUG,
1000107241,3084221,ACTARIS,1712,,8,AUG,
1000107242,3103551,ACTARIS,2786,,8,AUG,
1000107243,3090431,ACTARIS,2246,,8,AUG,
1000111894,3-235438-1,ITRON,623,,8,AUG,
1000111895,3101471,ACTARIS,1258,,8,AUG,
1000111896,3101481,ACTARIS,1704,,8,AUG,
1000111897,3101451,ACTARIS,2425,,8,AUG,
1000111898,3103531,ACTARIS,1809,,8,AUG,
1000111900,AL-0507129/C4593,ACTARIS,2264,,8,AUG,
1000111904,3148031,ACTARIS,1990,,8,AUG,
1000111909,31341471,ITRON,1804,,8,AUG,
1000111923,3136941,ACTARIS,1157,,8,AUG,
1000111924,3082381,ACTARIS,1039,,8,AUG,
1000111925,31046641,ITRON,1536,,8,AUG,
1000111926,3083701,ACTARIS,2109,,8,AUG,
1000111950,3113721,ACTARIS,3462,,8,AUG,
1000111951,3116131,ACTARIS,1134,,8,AUG,
1000111952,3083321,ACTARIS,1933,,8,AUG,
1000114716,3148341,ACTARIS,1449,,8,AUG,
1000115093,1151791,AEM,755,,8,AUG,
1000115443,1144671,AEM,2526,,8,AUG,
1000115579,3084771,ACTARIS,986,,8,AUG,
1000115580,3101461,ACTARIS,2457,,8,AUG,
1000115889,1154351,AEM,2407,,8,AUG,
1000115928,1140571,AEM,4732,,8,AUG,
1000116945,3148361,ACTARIS,1016,,8,AUG,
1000117016,1173431,AEM,1874,,8,AUG,
1000117029,1145281,AEM,2634,,8,AUG,
1000117031,1170011,AEM,4461,,8,AUG,
1000117727,3082581,ACTARIS,2498,,8,AUG,
1000119683,1350031,AEM,5589,,8,AUG,
1000119695,1348611,AEM,5002,,8,AUG,
1000120293,1170031,AEM,2426,,8,AUG,
1000120968,3072641,ACTARIS,1582,,8,AUG,
1000120986,3082501,ACTARIS,1666,,8,AUG,
1000120987,3101351,ACTARIS,987,,8,AUG,
1000120988,3083721,ACTARIS,1797,DIGIT NOT CLEAR,8,AUG,
1000121234,1153461,AEM,1255,,8,AUG,
1000123608,1159801,AEM,1190,,8,AUG,
1000123616,1150111,AEM,1760,DIGIT NOT CLEAR,8,AUG,
1000126967,1286191,AEM,2006,,8,AUG,
1000126968,3087931,ACTARIS,2880,,8,AUG,
1000126969,3087101,ACTARIS,2624,,8,AUG,
1000126970,3069281,ACTARIS,2280,,8,AUG,
1000126971,3087951,ACTARIS,2446,,8,AUG,
1000126973,1386481,AEM,3152,,8,AUG,
1000126974,3069261,ACTARIS,1669,,8,AUG,
1000126977,3087961,ACTARIS,2183,,8,AUG,
1000126978,3074811,ACTARIS,1168,,8,AUG,
1000126979,3069641,ACTARIS,1197,,8,AUG,
1000126980,3069621,ACTARIS,1251,,8,AUG,
1000126981,3113021,ACTARIS,3831,,8,AUG,
1000127002,3069631,ACTARIS,1302,,8,AUG,
1000127003,3101331,ACTARIS,1796,,8,AUG,
1000127590,1322871,AEM,1767,,8,AUG,
1000127639,1323661,AEM,1118,,8,AUG,
1000127656,1287631,AEM,990,,8,AUG,
1000023404,A-0510360/C4593,ACTARIS,1404,,9,SEP,NO Festival
1000023405,AL-0510363/C4593,ACTARIS,746,,9,SEP,NO Festival
1000023411,AL-0506596/C4593,ACTARIS,4428,,9,SEP,NO Festival
1000023421,AL-0510468/C4593,ACTARIS,1254,,9,SEP,NO Festival
1000023424,AL-0510397/C4593,ACTARIS,2118,,9,SEP,NO Festival
1000023427,AL-0510502/C4593,ACTARIS,2925,,9,SEP,NO Festival
1000023582,AL-0507260/C4593,ACTARIS,1470,,9,SEP,NO Festival
1000023585,3083122,ACTARIS,609,,9,SEP,NO Festival
1000023586,AL-0505819/C4593,ACTARIS,1608,,9,SEP,NO Festival
1000023587,AL-0508131/C4593,ACTARIS,2207,,9,SEP,NO Festival
1000023588,AL-0506724/C4593,ACTARIS,2064,,9,SEP,NO Festival
1000023595,AL-0507117/C4593,ACTARIS,1677,,9,SEP,NO Festival
1000023596,AL-0507124/C4593,ACTARIS,2040,,9,SEP,NO Festival
1000023597,AL-0507137/C4593,ACTARIS,1175,DIGIT NOT CLEAR,9,SEP,NO Festival
1000023600,AL-0507143/C4593,ACTARIS,1948,,9,SEP,NO Festival
1000023602,AL-0507214/C4593,ACTARIS,1183,,9,SEP,NO Festival
1000023607,AL-0507221/C4593,ACTARIS,1960,,9,SEP,NO Festival
1000023609,AL-0507113/C4593,ACTARIS,1477,,9,SEP,NO Festival
1000023610,AL-0506720/C4593,ACTARIS,1635,,9,SEP,NO Festival
1000023611,AL-0506749/C4593,ACTARIS,2048,,9,SEP,NO Festival
1000023612,AL-0506734/C4593,ACTARIS,2365,,9,SEP,NO Festival
1000023614,AL-0507153/C4593,ACTARIS,1568,,9,SEP,NO Festival
1000023617,AL-0507211/C4593,ACTARIS,1776,,9,SEP,NO Festival
1000023619,AL-0506733/C4593,ACTARIS,2202,,9,SEP,NO Festival
1000023620,AL-0506755/C4593,ACTARIS,1436,,9,SEP,NO Festival
1000023622,AL-0507185/C4593,ACTARIS,2263,,9,SEP,NO Festival
1000023624,AL-0507195/C4593,ACTARIS,937,,9,SEP,NO Festival
1000023627,AL-0507190/C4593,ACTARIS,1711,,9,SEP,NO Festival
1000023630,AL-0507233/C4593,ACTARIS,1492,,9,SEP,NO Festival
1000023631,AL-0507126/C4593,ACTARIS,2367,,9,SEP,NO Festival
1000023634,AL-0507198/C4593,ACTARIS,1182,,9,SEP,NO Festival
1000023635,AL-0507169/C4593,ACTARIS,2721,,9,SEP,NO Festival
1000023637,AL-0507134/C4593,ACTARIS,2066,,9,SEP,NO Festival
1000023638,3100571,ACTARIS,1640,,9,SEP,NO Festival
1000034958,AL-0509970/C4593,ACTARIS,1871,,9,SEP,NO Festival
1000040409,,SCHLUMBERGER,2670,IMAGE NOT READABLE,9,SEP,NO Festival
1000040410,,SCHLUMBERGER,1182,,9,SEP,NO Festival
1000040415,3621631,ACTARIS,1633,,9,SEP,NO Festival
1000040416,3253211,ACTARIS,4230,,9,SEP,NO Festival
1000040417,306012,SCHLUMBERGER,3776,,9,SEP,NO Festival
1000040422,IL40806626,INVENSYS,2075,,9,SEP,NO Festival
1000040493,1864731,AEM,1388,,9,SEP,NO Festival
1000040498,3-266230-1,ITRON,629,,9,SEP,NO Festival
1000040499,203408,SCHLUMBERGER,2667,,9,SEP,NO Festival
1000040500,16504799,RAYCHEM,624,,9,SEP,NO Festival
1000040506,160700181,ITRON,760,,9,SEP,NO Festival
1000040512,17920451,RAYCHEM,500,,9,SEP,NO Festival
1000040551,,SCHLUMBERGER,2936,,9,SEP,NO Festival
1000040552,15478540,RAYCHEM,1717,,9,SEP,NO Festival
1000040692,1589071,AEM,1889,,9,SEP,NO Festival
1000040693,3-031503-2,ITRON,2559,,9,SEP,NO Festival
1000040694,3-0306414-2,ITRON,873,,9,SEP,NO Festival
1000040695,15478460,RAYCHEM,807,,9,SEP,NO Festival
1000040697,3-030963-02,ITRON,2735,,9,SEP,NO Festival
1000040698,3-031498-2,ITRON,3217,,9,SEP,NO Festival
1000040704,15481099,RAYCHEM,2870,,9,SEP,NO Festival
1000040705,1551841,AEM,1806,,9,SEP,NO Festival
1000040706,3-031502-2,ITRON,652,,9,SEP,NO Festival
1000040779,15476994,RAYCHEM,1920,,9,SEP,NO Festival
1000040791,3-031489-2,ITRON,1455,,9,SEP,NO Festival
1000040794,3209421,ACTARIS,1213,,9,SEP,NO Festival
1000040795,3209431,ACTARIS,2223,,9,SEP,NO Festival
1000040911,14538442,RAYCHEM,1758,,9,SEP,NO Festival
1000040927,15477384,RAYCHEM,2337,,9,SEP,NO Festival
1000048400,AL-0507139/C4593,ACTARIS,1064,,9,SEP,NO Festival
1000048401,AL-0507193/C4593,ACTARIS,1428,,9,SEP,NO Festival
1000048406,AL-0507125/C4593,ACTARIS,2813,,9,SEP,NO Festival
1000048407,AL-0507243/C4593,ACTARIS,2654,,9,SEP,NO Festival
1000048408,AL-0507238/C4593,ACTARIS,1190,,9,SEP,NO Festival
1000048865,IL50037087,SENSUS,2651,,9,SEP,NO Festival
1000049238,3621651,ACTARIS,5514,,9,SEP,NO Festival
1000049320,AL-0502191/C4593,ACTARIS,1460,,9,SEP,NO Festival
1000049321,AL-0507159/C4593,ACTARIS,2278,,9,SEP,NO Festival
1000049322,AL-0506812/C4593,ACTARIS,2672,,9,SEP,NO Festival
1000049927,IL50032994,SENSUS,2100,,9,SEP,NO Festival
1000053906,AL-0507188/C4593,ACTARIS,1213,,9,SEP,NO Festival
1000053907,AL-0506764/C4593,ACTARIS,3681,,9,SEP,NO Festival
1000053908,AL-0506737/C4593,ACTARIS,2111,,9,SEP,NO Festival
1000053912,AL-0506767/C4593,ACTARIS,591,,9,SEP,NO Festival
1000053916,AL-0506743/C4593,ACTARIS,2404,,9,SEP,NO Festival
1000053919,AL-0506714/C4593,ACTARIS,2454,,9,SEP,NO Festival
1000053921,AL-0508114/C4593,ACTARIS,1807,,9,SEP,NO Festival
1000053924,AL-05068320/C4593,ACTARIS,2622,,9,SEP,NO Festival
1000053929,AL-0506746/C4593,ACTARIS,1821,,9,SEP,NO Festival
1000053930,AL-0506815/C4593,ACTARIS,1429,,9,SEP,NO Festival
1000053933,AL-0506799/C4593,ACTARIS,3058,,9,SEP,NO Festival
1000053934,AL-0507177/C4593,ACTARIS,2716,,9,SEP,NO Festival
1000053935,AL-0506700/C4593,ACTARIS,2604,,9,SEP,NO Festival
1000053936,AL-0506711/C4593,ACTARIS,2124,,9,SEP,NO Festival
1000053942,AL-0509792/C4593,ACTARIS,1948,,9,SEP,NO Festival
1000053945,AL-0506828/C4593,ACTARIS,2323,,9,SEP,NO Festival
1000056203,,SCHLUMBERGER,1537,,9,SEP,NO Festival
1000056590,AR0553246/C4593,ACTARIS,1856,,9,SEP,NO Festival
1000056591,AL-0507115/C4593,ACTARIS,2481,,9,SEP,NO Festival
1000056597,AL-0507184/C4593,ACTARIS,3126,,9,SEP,NO Festival
1000056598,AR0551862/C4593,ACTARIS,1456,,9,SEP,NO Festival
1000056601,AR0551632/C4593,ACTARIS,2744,,9,SEP,NO Festival
1000056603,AL-0506732/C4593,ACTARIS,2946,,9,SEP,NO Festival
1000056604,16497758,RAYCHEM,498,,9,SEP,NO Festival
1000056607,AL-0506760/C4593,ACTARIS,4728,,9,SEP,NO Festival
1000056608,AR0551953/C4593,ACTARIS,1718,,9,SEP,NO Festival
1000056610,AL-0506783/C4593,ACTARIS,1896,,9,SEP,NO Festival
1000056611,AL-0506727/C4593,ACTARIS,4884,,9,SEP,NO Festival
1000056622,AR0551941/C4593,ACTARIS,66,,9,SEP,NO Festival
1000056624,AR0553070/C4593,ACTARIS,1888,,9,SEP,NO Festival
1000056625,AL-0507174/C4593,ACTARIS,2271,,9,SEP,NO Festival
1000056628,AL-0506708/C4593,ACTARIS,3961,,9,SEP,NO Festival
1000056629,AL-0507213/C4593,ACTARIS,2024,,9,SEP,NO Festival
1000056630,AL-0506829/C4593,ACTARIS,2475,,9,SEP,NO Festival
1000056632,AL-0507239/C4593,ACTARIS,1851,,9,SEP,NO Festival
1000056633,30183552,ITRON,1478,,9,SEP,NO Festival
1000056634,AR0551522/C4593,ACTARIS,1153,,9,SEP,NO Festival
1000056635,AL-0507232/C4593,ACTARIS,1628,,9,SEP,NO Festival
1000056636,AL-0507133/C4593,ACTARIS,1329,,9,SEP,NO Festival
1000056637,AL-0506716/C4593,ACTARIS,1532,,9,SEP,NO Festival
1000056638,AL-0507142/C4593,ACTARIS,1893,,9,SEP,NO Festival
1000056641,AR0553180/C4593,ACTARIS,1503,,9,SEP,NO Festival
1000056642,3003852,ACTARIS,1703,,9,SEP,NO Festival
1000056643,AR0552075/C4593,ACTARIS,552,,9,SEP,NO Festival
1000056645,AL-0506818/C4593,ACTARIS,1579,,9,SEP,NO Festival
1000056648,AL-0506773/C4593,ACTARIS,2141,,9,SEP,NO Festival
1000056649,AL-0506717/C4593,ACTARIS,1849,,9,SEP,NO Festival
1000056650,AL-0507127/C4593,ACTARIS,1947,,9,SEP,NO Festival
1000056651,1125221,AEM,2851,IMAGE NOT READABLE,9,SEP,NO Festival
1000056662,AL-0507229/C4593,ACTARIS,2702,,9,SEP,NO Festival
1000056664,AL-0507175/C4593,ACTARIS,1260,,9,SEP,NO Festival
1000056666,AR0553122/C4593,ACTARIS,2256,,9,SEP,NO Festival
1000056667,AR0553198/C4593,ACTARIS,1077,,9,SEP,NO Festival
1000056668,AL-0506795/C4593,ACTARIS,1485,,9,SEP,NO Festival
1000056670,3894631,ITRON,1702,,9,SEP,NO Festival
1000056671,AL-0506715/C4593,ACTARIS,11490,DIGIT NOT CLEAR,9,SEP,NO Festival
1000056675,AL-0507111/C4593,ACTARIS,1220,,9,SEP,NO Festival
1000056676,AL-0506709/C4593,ACTARIS,1702,,9,SEP,NO Festival
1000056678,AL-0507166/C4593,ACTARIS,3074,,9,SEP,NO Festival
1000056679,AR0551877/C4593,ACTARIS,1826,,9,SEP,NO Festival
1000056681,AL-0507176/C4593,ACTARIS,1562,,9,SEP,NO Festival
1000056684,AL-0506771/C4593,ACTARIS,3082,,9,SEP,NO Festival
1000056691,AL-0507247/C4593,ACTARIS,819,,9,SEP,NO Festival
1000056696,AL-0507246/C4593,ACTARIS,2190,,9,SEP,NO Festival
1000056697,AL-0507208/C4593,ACTARIS,1379,,9,SEP,NO Festival
1000056698,AL-0506739/C4593,ACTARIS,1439,,9,SEP,NO Festival
1000056700,AR0552008/C4593,ACTARIS,1294,,9,SEP,NO Festival
1000056701,AR0551836/C4593,ACTARIS,2756,,9,SEP,NO Festival
1000056702,AL-0506692/C4593,ACTARIS,2502,,9,SEP,NO Festival
1000056704,AR0553146/C4593,ACTARIS,796,,9,SEP,NO Festival
1000056705,3047571,ACTARIS,1373,,9,SEP,NO Festival
1000056706,AR0551866/C4593,ACTARIS,4025,,9,SEP,NO Festival
1000056710,AL-0507110/C4593,ACTARIS,3334,,9,SEP,NO Festival
1000056713,17619492,RAYCHEM,699,,9,SEP,NO Festival
1000056714,AL-0506713/C4593,ACTARIS,2136,,9,SEP,NO Festival
1000056718,AL-0506752/C4593,ACTARIS,2370,,9,SEP,NO Festival
1000056797,11403721,AEM,573,,9,SEP,NO Festival
1000056920,AL-0507513/C4593,ACTARIS,944,,9,SEP,NO Festival
1000056986,AL-0506802/C4593,ACTARIS,1692,,9,SEP,NO Festival
1000057150,AL-0518053/C-4792,ACTARIS,2668,DIGIT NOT CLEAR,9,SEP,NO Festival
1000057780,AR0550583/C4593,ACTARIS,3063,,9,SEP,NO Festival
1000058028,AL-0510396/C4593,ACTARIS,1678,,9,SEP,NO Festival
1000058071,AL-0509674/C4593,ACTARIS,1781,,9,SEP,NO Festival
1000058103,AL-0510523/C4593,ACTARIS,2703,,9,SEP,NO Festival
1000058804,AL-0507888/C4593,ACTARIS,1605,,9,SEP,NO Festival
1000058837,AR0553743/C4593,ACTARIS,5094,,9,SEP,NO Festival
1000058858,1010871,AEM,3084,,9,SEP,NO Festival
1000058868,1002141,AEM,4633,,9,SEP,NO Festival
1000058871,1009931,AEM,1809,,9,SEP,NO Festival
1000058874,1099151,AEM,4351,,9,SEP,NO Festival
1000058902,1010751,AEM,2453,,9,SEP,NO Festival
1000058903,1010391,AEM,722,,9,SEP,NO Festival
1000058927,AL-0510577/C4593,ACTARIS,871,,9,SEP,NO Festival
1000058936,3071981,ACTARIS,2033,,9,SEP,NO Festival
1000058969,1072531,AEM,2319,,9,SEP,NO Festival
1000058977,AL-0502815/C4593,ACTARIS,1052,,9,SEP,NO Festival
1000058984,AL-0502343/C4593,ACTARIS,1997,,9,SEP,NO Festival
1000059530,AL-0502464/C4593,ACTARIS,1394,,9,SEP,NO Festival
1000059538,AL-0502439/C4593,ACTARIS,1816,,9,SEP,NO Festival
1000059564,AL-0509750/C4593,ACTARIS,2906,,9,SEP,NO Festival
1000060077,1079141,AEM,2887,,9,SEP,NO Festival
1000060205,3039481,ACTARIS,2851,,9,SEP,NO Festival
1000060212,30351,ACTARIS,6025,,9,SEP,NO Festival
1000060372,1071521,AEM,4310,,9,SEP,NO Festival
1000060382,1071211,AEM,5120,,9,SEP,NO Festival
1000060383,1073791,AEM,2021,,9,SEP,NO Festival
1000060400,1078841,AEM,3361,,9,SEP,NO Festival
1000060407,1014451,AEM,6165,,9,SEP,NO Festival
1000061122,1000711,AEM,2534,,9,SEP,NO Festival
1000064013,1118721,AEM,527,,9,SEP,NO Festival
1000064016,3047581,ACTARIS,3169,,9,SEP,NO Festival
1000064017,1119641,AEM,1951,,9,SEP,NO Festival
1000064018,1115611,AEM,2020,,9,SEP,NO Festival
1000064024,AR0551567/C4793,ACTARIS,2766,,9,SEP,NO Festival
1000064025,AR0551576/C4593,ACTARIS,218,,9,SEP,NO Festival
1000064026,AR0551639/C4593,ACTARIS,3619,,9,SEP,NO Festival
1000064028,1117361,AEM,3824,,9,SEP,NO Festival
1000064030,AR0551913/C4593,ACTARIS,1862,,9,SEP,NO Festival
1000064033,AR0551509/C4593,ACTARIS,510,,9,SEP,NO Festival
1000064034,AR0552153/C4593,ACTARIS,1676,,9,SEP,NO Festival
